hotel_name,url,locality,reviews,tripadvisor_rating,price_per_night,booking_provider,no_of_deals,hotel_features
Hotel ibis budget London Whitechapel - Brick Lane,http://www.tripadvisor.com/Hotel_Review-g186338-d3296647-Reviews-Hotel_ibis_budget_London_Whitechapel_Brick_Lane-London_England.html,"London, England, United Kingdom",3884 ,4.0,$123,Cancelon,7,"Free Wifi,Visit hotel website"
DoubleTree by Hilton Hotel London - Docklands Riverside,http://www.tripadvisor.com/Hotel_Review-g186338-d199849-Reviews-DoubleTree_by_Hilton_Hotel_London_Docklands_Riverside-London_England.html,"London, England, United Kingdom",2549 ,4.0,$98,Hilton,18,"Restaurant,Room service,Visit hotel website"
Moxy London Stratford,http://www.tripadvisor.com/Hotel_Review-g186338-d12814842-Reviews-Moxy_London_Stratford-London_England.html,"London, England, United Kingdom",506 ,4.0,$79,Booking.com,13,"Free Wifi,Bar/Lounge,Visit hotel website"
Holiday Inn Express London - Greenwich,http://www.tripadvisor.com/Hotel_Review-g186338-d535159-Reviews-Holiday_Inn_Express_London_Greenwich-London_England.html,"London, England, United Kingdom",1460 ,4.0,$117,Expedia.com,13,"Free Wifi,Breakfast included,Visit hotel website"
Travelodge London Balham,http://www.tripadvisor.com/Hotel_Review-g186338-d3291165-Reviews-Travelodge_London_Balham-London_England.html,"London, England, United Kingdom",741 ,4.0,$42,Agoda.com,6,
Club Quarters Hotel St. Paul's,http://www.tripadvisor.com/Hotel_Review-g186338-d239656-Reviews-Club_Quarters_Hotel_St_Paul_s-London_England.html,"London, England, United Kingdom",2794 ,4.0,$108,Booking.com,14,"Free Wifi,Restaurant"
Karma Sanctum Soho,http://www.tripadvisor.com/Hotel_Review-g186338-d1382927-Reviews-Karma_Sanctum_Soho-London_England.html,"London, England, United Kingdom",815 ,4.0,$218,Expedia.com,16,"Free Wifi,Room service"
Holiday Inn Express Earls Court,http://www.tripadvisor.com/Hotel_Review-g186338-d569244-Reviews-Holiday_Inn_Express_Earls_Court-London_England.html,"London, England, United Kingdom",1827 ,4.0,$110,Expedia.com,13,"Free Wifi,Breakfast included,Visit hotel website"
The California,http://www.tripadvisor.com/Hotel_Review-g186338-d264481-Reviews-The_California-London_England.html,"London, England, United Kingdom",2359 ,4.0,$112,Expedia.com,13,"Free Wifi,Bar/Lounge"
MOXY London Excel,http://www.tripadvisor.com/Hotel_Review-g186338-d12124894-Reviews-MOXY_London_Excel-London_England.html,"London, England, United Kingdom",353 ,4.0,$59,Expedia.com,13,"Free Wifi,Bar/Lounge,Visit hotel website"
Holiday Inn London - Regent's Park,http://www.tripadvisor.com/Hotel_Review-g186338-d224737-Reviews-Holiday_Inn_London_Regent_s_Park-London_England.html,"London, England, United Kingdom",2586 ,4.0,$119,Booking.com,14,"Free Wifi,Restaurant,Visit hotel website"
Palmers Lodge Hillspring,http://www.tripadvisor.com/Hotel_Review-g186338-d1754587-Reviews-Palmers_Lodge_Hillspring-London_England.html,"London, England, United Kingdom",647 ,4.0,$28,Hostelworld.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Holiday Inn London Mayfair,http://www.tripadvisor.com/Hotel_Review-g186338-d195203-Reviews-Holiday_Inn_London_Mayfair-London_England.html,"London, England, United Kingdom",2521 ,4.0,$174,Booking.com,13,"Free Wifi,Restaurant,Visit hotel website"
Crowne Plaza London - Kings Cross,http://www.tripadvisor.com/Hotel_Review-g186338-d195200-Reviews-Crowne_Plaza_London_Kings_Cross-London_England.html,"London, England, United Kingdom",3718 ,3.5,$116,Expedia.com,14,"Pool,Restaurant,Visit hotel website"
B+B Belgravia,http://www.tripadvisor.com/Hotel_Review-g186338-d253921-Reviews-B_B_Belgravia-London_England.html,"London, England, United Kingdom",944 ,4.0,$174,Expedia.com,13,"Free Wifi,Breakfast included"
Aloft London Excel,http://www.tripadvisor.com/Hotel_Review-g186338-d2064719-Reviews-Aloft_London_Excel-London_England.html,"London, England, United Kingdom",2159 ,4.0,$67,Expedia.com,18,"Free Wifi,Pool,Visit hotel website"
The Villa Kensington,http://www.tripadvisor.com/Hotel_Review-g186338-d224651-Reviews-The_Villa_Kensington-London_England.html,"London, England, United Kingdom",489 ,4.0,$135,Booking.com,11,"Free Wifi,Breakfast included"
Nobu Hotel Shoreditch,http://www.tripadvisor.com/Hotel_Review-g186338-d12099573-Reviews-Nobu_Hotel_Shoreditch-London_England.html,"London, England, United Kingdom",272 ,4.0,$189,Expedia.com,12,"Free Wifi,Restaurant,Visit hotel website"
Kensington House Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195219-Reviews-Kensington_House_Hotel-London_England.html,"London, England, United Kingdom",437 ,4.0,$198,Booking.com,14,"Free Wifi,Breakfast included"
The Queen's Gate Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d215295-Reviews-The_Queen_s_Gate_Hotel-London_England.html,"London, England, United Kingdom",1204 ,4.0,$154,Expedia.com,16,"Free Wifi,Restaurant"
Regency House Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d528662-Reviews-Regency_House_Hotel-London_England.html,"London, England, United Kingdom",433 ,4.0,$140,Booking.com,11,"Free Wifi,Breakfast included"
Millennium Hotel London Knightsbridge,http://www.tripadvisor.com/Hotel_Review-g186338-d193068-Reviews-Millennium_Hotel_London_Knightsbridge-London_England.html,"London, England, United Kingdom",1494 ,4.0,$186,Booking.com,14,"Free Wifi,Restaurant"
Presidential Apartments Kensington,http://www.tripadvisor.com/Hotel_Review-g186338-d1479224-Reviews-Presidential_Apartments_Kensington-London_England.html,"London, England, United Kingdom",655 ,4.0,$164,Booking.com,13,"Free Wifi,Breakfast included"
Best Western Swiss Cottage Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195152-Reviews-Best_Western_Swiss_Cottage_Hotel-London_England.html,"London, England, United Kingdom",803 ,3.5,$78,Booking.com,15,"Free Wifi,Bar/Lounge"
Saint James Backpackers,http://www.tripadvisor.com/Hotel_Review-g186338-d3927269-Reviews-Saint_James_Backpackers-London_England.html,"London, England, United Kingdom",478 ,4.0,$52,Hostelworld.com,13,Free Wifi
The Euro Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d210746-Reviews-The_Euro_Hotel-London_England.html,"London, England, United Kingdom",780 ,4.0,$164,Expedia.com,12,"Free Wifi,Breakfast included"
Blakemore Hyde Park,http://www.tripadvisor.com/Hotel_Review-g186338-d192095-Reviews-Blakemore_Hyde_Park-London_England.html,"London, England, United Kingdom",1880 ,4.0,$110,Agoda.com,15,"Free Wifi,Restaurant"
Leigham Court Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d279740-Reviews-Leigham_Court_Hotel-London_England.html,"London, England, United Kingdom",330 ,4.0,$66,Agoda.com,15,"Free parking,Breakfast included"
Hotel London Kensington Managed by Melia,http://www.tripadvisor.com/Hotel_Review-g186338-d199140-Reviews-Hotel_London_Kensington_Managed_by_Melia-London_England.html,"London, England, United Kingdom",1443 ,4.0,$159,Booking.com,16,"Free Wifi,Restaurant,Visit hotel website"
Ibis Styles London Ealing,http://www.tripadvisor.com/Hotel_Review-g186338-d10343188-Reviews-Ibis_Styles_London_Ealing-London_England.html,"London, England, United Kingdom",113 ,4.0,$69,Orbitz.com,13,"Free Wifi,Bar/Lounge,Visit hotel website"
Ibis London Stratford,http://www.tripadvisor.com/Hotel_Review-g186338-d219544-Reviews-Ibis_London_Stratford-London_England.html,"London, England, United Kingdom",951 ,4.0,$79,ibis,12,"Free Wifi,Restaurant,Visit hotel website"
"The Westbury Mayfair, A Luxury Collection Hotel, London",http://www.tripadvisor.com/Hotel_Review-g186338-d192065-Reviews-The_Westbury_Mayfair_A_Luxury_Collection_Hotel_London-London_England.html,"London, England, United Kingdom",1724 ,4.0,$229,Booking.com,18,"Restaurant,Room service,Visit hotel website"
Prince Regent Hotel Excel London,http://www.tripadvisor.com/Hotel_Review-g186338-d2554307-Reviews-Prince_Regent_Hotel_Excel_London-London_England.html,"London, England, United Kingdom",506 ,4.0,$58,Booking.com,12,"Free Wifi,Free parking,Visit hotel website"
Holiday Inn Express London-Newbury Park,http://www.tripadvisor.com/Hotel_Review-g186338-d647539-Reviews-Holiday_Inn_Express_London_Newbury_Park-London_England.html,"London, England, United Kingdom",553 ,4.0,$75,Expedia.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Crescent Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d187679-Reviews-Crescent_Hotel-London_England.html,"London, England, United Kingdom",285 ,4.0,$166,Booking.com,0,"Free Wifi,Breakfast included,Visit hotel website"
My Chelsea,http://www.tripadvisor.com/Hotel_Review-g186338-d265988-Reviews-My_Chelsea-London_England.html,"London, England, United Kingdom",698 ,4.0,$139,Booking.com,15,"Free Wifi,Restaurant"
Durrants Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d193625-Reviews-Durrants_Hotel-London_England.html,"London, England, United Kingdom",597 ,4.0,$178,Booking.com,14,"Free Wifi,Restaurant"
Macdonald Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d263694-Reviews-Macdonald_Hotel-London_England.html,"London, England, United Kingdom",815 ,4.0,$117,Hostelworld.com,14,"Free Wifi,Breakfast included"
Fraser Place Canary Wharf,http://www.tripadvisor.com/Hotel_Review-g186338-d265572-Reviews-Fraser_Place_Canary_Wharf-London_England.html,"London, England, United Kingdom",544 ,4.0,$111,Booking.com,0,Free Wifi
Bedford Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d224657-Reviews-Bedford_Hotel-London_England.html,"London, England, United Kingdom",1347 ,4.0,$191,Cancelon,6,"Free Wifi,Restaurant"
W London Leicester Square,http://www.tripadvisor.com/Hotel_Review-g186338-d1718977-Reviews-W_London_Leicester_Square-London_England.html,"London, England, United Kingdom",2262 ,4.0,$319,Expedia.com,15,"Free Wifi,Room service,Visit hotel website"
Fraser Suites Queens Gate,http://www.tripadvisor.com/Hotel_Review-g186338-d648659-Reviews-Fraser_Suites_Queens_Gate-London_England.html,"London, England, United Kingdom",709 ,4.0,$139,Orbitz.com,10,"Free Wifi,Bar/Lounge"
Morgan Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d209143-Reviews-Morgan_Hotel-London_England.html,"London, England, United Kingdom",630 ,4.0,$165,Expedia.com,11,"Free Wifi,Breakfast included"
MK Hotel London,http://www.tripadvisor.com/Hotel_Review-g186338-d2640815-Reviews-MK_Hotel_London-London_England.html,"London, England, United Kingdom",212 ,4.0,$82,Booking.com,12,Free Wifi
De Vere Devonport House,http://www.tripadvisor.com/Hotel_Review-g186338-d279834-Reviews-De_Vere_Devonport_House-London_England.html,"London, England, United Kingdom",1762 ,4.0,$142,Booking.com,15,"Free Wifi,Visit hotel website"
Radisson Blu Edwardian Sussex Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195282-Reviews-Radisson_Blu_Edwardian_Sussex_Hotel-London_England.html,"London, England, United Kingdom",2169 ,4.0,$151,Booking.com,19,"Free Wifi,Restaurant"
Grange Lodge Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d279636-Reviews-Grange_Lodge_Hotel-London_England.html,"London, England, United Kingdom",164 ,4.0,$78,Booking.com,10,"Free Wifi,Free parking"
London Visitors Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d1010648-Reviews-London_Visitors_Hotel-London_England.html,"London, England, United Kingdom",428 ,4.0,$97,Booking.com,11,"Free Wifi,Breakfast included"
Holiday Inn Express London-Limehouse,http://www.tripadvisor.com/Hotel_Review-g186338-d289182-Reviews-Holiday_Inn_Express_London_Limehouse-London_England.html,"London, England, United Kingdom",1096 ,4.0,$65,Expedia.com,14,"Free Wifi,Breakfast included,Visit hotel website"
Astor Hyde Park Hostel,http://www.tripadvisor.com/Hotel_Review-g186338-d1196024-Reviews-Astor_Hyde_Park_Hostel-London_England.html,"London, England, United Kingdom",424 ,4.0,$44,Hostelworld.com,0,Free Wifi
The Boundary Project,http://www.tripadvisor.com/Hotel_Review-g186338-d1495361-Reviews-The_Boundary_Project-London_England.html,"London, England, United Kingdom",181 ,4.5,$169,Booking.com,10,"Free Wifi,Restaurant"
Holiday inn Express London - Vauxhall Nine Elms,http://www.tripadvisor.com/Hotel_Review-g186338-d189739-Reviews-Holiday_inn_Express_London_Vauxhall_Nine_Elms-London_England.html,"London, England, United Kingdom",525 ,4.0,$87,Booking.com,11,"Free Wifi,Breakfast included,Visit hotel website"
Safestay London Elephant & Castle,http://www.tripadvisor.com/Hotel_Review-g186338-d3236387-Reviews-Safestay_London_Elephant_Castle-London_England.html,"London, England, United Kingdom",1574 ,4.0,$63,Booking.com,14,"Bar/Lounge,Free Internet"
Shaftesbury Metropolis London Hyde Park,http://www.tripadvisor.com/Hotel_Review-g186338-d1182303-Reviews-Shaftesbury_Metropolis_London_Hyde_Park-London_England.html,"London, England, United Kingdom",1561 ,4.0,$101,Booking.com,15,"Free Wifi,Restaurant,Visit hotel website"
Linton Apartments,http://www.tripadvisor.com/Hotel_Review-g186338-d8142666-Reviews-Linton_Apartments-London_England.html,"London, England, United Kingdom",271 ,4.0,$93,Expedia.com,10,"Free Wifi,Visit hotel website"
The Marble Arch London,http://www.tripadvisor.com/Hotel_Review-g186338-d199159-Reviews-The_Marble_Arch_London-London_England.html,"London, England, United Kingdom",557 ,4.0,$160,Booking.com,14,"Free Wifi,Restaurant"
London Marriott Hotel Grosvenor Square,http://www.tripadvisor.com/Hotel_Review-g186338-d193160-Reviews-London_Marriott_Hotel_Grosvenor_Square-London_England.html,"London, England, United Kingdom",1815 ,4.0,$210,Expedia.com,14,"Free Wifi,Restaurant,Visit hotel website"
United Lodge Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d7050476-Reviews-United_Lodge_Hotel-London_England.html,"London, England, United Kingdom",321 ,4.0,$86,Expedia.com,11,Free Wifi
San Domenico House,http://www.tripadvisor.com/Hotel_Review-g186338-d192123-Reviews-San_Domenico_House-London_England.html,"London, England, United Kingdom",190 ,4.5,$234,Expedia.com,12,"Free Wifi,Room service"
FlexiStay Aparthotel Tooting London,http://www.tripadvisor.com/Hotel_Review-g186338-d1161839-Reviews-FlexiStay_Aparthotel_Tooting_London-London_England.html,"London, England, United Kingdom",183 ,4.0,$105,Booking.com,12,"Free Wifi,Breakfast included"
Harlingford Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d209140-Reviews-Harlingford_Hotel-London_England.html,"London, England, United Kingdom",489 ,4.0,$135,Booking.com,6,"Free Wifi,Breakfast included"
London Marriott Hotel Marble Arch,http://www.tripadvisor.com/Hotel_Review-g186338-d193086-Reviews-London_Marriott_Hotel_Marble_Arch-London_England.html,"London, England, United Kingdom",1843 ,4.0,$180,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
The Pillar Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d3317111-Reviews-The_Pillar_Hotel-London_England.html,"London, England, United Kingdom",145 ,4.5,$178,Booking.com,11,"Free Wifi,Free parking"
Marlin Apartments Queen Street,http://www.tripadvisor.com/Hotel_Review-g186338-d1012550-Reviews-Marlin_Apartments_Queen_Street-London_England.html,"London, England, United Kingdom",413 ,4.0,$157,Agoda.com,13,Free Wifi
Premier Inn London Hampstead Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195281-Reviews-Premier_Inn_London_Hampstead_Hotel-London_England.html,"London, England, United Kingdom",1642 ,4.0,$103,PremierInn.com,5,"Free Wifi,Restaurant,Visit hotel website"
The Bull & The Hide,http://www.tripadvisor.com/Hotel_Review-g186338-d6847422-Reviews-The_Bull_The_Hide-London_England.html,"London, England, United Kingdom",194 ,4.5,$161,Booking.com,10,"Free Wifi,Restaurant"
The Mandrake Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d12735196-Reviews-The_Mandrake_Hotel-London_England.html,"London, England, United Kingdom",154 ,4.5,$319,Booking.com,10,"Free Wifi,Restaurant"
The Forester,http://www.tripadvisor.com/Hotel_Review-g186338-d3960678-Reviews-The_Forester-London_England.html,"London, England, United Kingdom",150 ,4.5,$102,Booking.com,11,"Free Wifi,Breakfast included"
The Gateway Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d313134-Reviews-The_Gateway_Hotel-London_England.html,"London, England, United Kingdom",177 ,4.0,$65,Booking.com,12,Free Wifi
Heatherbank Guesthouse,http://www.tripadvisor.com/Hotel_Review-g186338-d279653-Reviews-Heatherbank_Guesthouse-London_England.html,"London, England, United Kingdom",101 ,4.5,$92,Booking.com,12,"Free Wifi,Free parking"
Avo Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d2031338-Reviews-Avo_Hotel-London_England.html,"London, England, United Kingdom",192 ,4.5,$128,Expedia.com,9,"Free Wifi,Restaurant"
Marlin Aldgate Tower Bridge,http://www.tripadvisor.com/Hotel_Review-g186338-d1538816-Reviews-Marlin_Aldgate_Tower_Bridge-London_England.html,"London, England, United Kingdom",600 ,4.0,$106,Expedia.com,11,Free Wifi
Portobello House,http://www.tripadvisor.com/Hotel_Review-g186338-d675493-Reviews-Portobello_House-London_England.html,"London, England, United Kingdom",220 ,4.0,$140,Expedia.com,10,"Free Wifi,Breakfast included"
The Tommyfield,http://www.tripadvisor.com/Hotel_Review-g186338-d6644016-Reviews-The_Tommyfield-London_England.html,"London, England, United Kingdom",154 ,4.0,$117,Expedia.com,10,"Free Wifi,Restaurant,Visit hotel website"
Premier Inn London Sidcup,http://www.tripadvisor.com/Hotel_Review-g186338-d9784508-Reviews-Premier_Inn_London_Sidcup-London_England.html,"London, England, United Kingdom",435 ,4.0,$62,PremierInn.com,0,"Free Wifi,Restaurant,Visit hotel website"
Flynn's Town House,http://www.tripadvisor.com/Hotel_Review-g186338-d5438606-Reviews-Flynn_s_Town_House-London_England.html,"London, England, United Kingdom",112 ,4.5,$80,Booking.com,11,"Free Wifi,Breakfast included"
OYO Anchor Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d192058-Reviews-OYO_Anchor_Hotel-London_England.html,"London, England, United Kingdom",222 ,4.0,$75,Agoda.com,10,"Free Wifi,Free parking"
Manson Place,http://www.tripadvisor.com/Hotel_Review-g186338-d497439-Reviews-Manson_Place-London_England.html,"London, England, United Kingdom",123 ,4.5,$212,Agoda.com,10,"Free Wifi,Room service"
Premier Inn London Beckton Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d291638-Reviews-Premier_Inn_London_Beckton_Hotel-London_England.html,"London, England, United Kingdom",1035 ,4.0,$83,Booking.com,6,"Free Wifi,Restaurant,Visit hotel website"
Premier Inn London Kensington (Olympia) Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d189750-Reviews-Premier_Inn_London_Kensington_Olympia_Hotel-London_England.html,"London, England, United Kingdom",2198 ,4.0,$96,PremierInn.com,0,"Free Wifi,Restaurant,Visit hotel website"
Premier Inn London Edmonton Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d7159006-Reviews-Premier_Inn_London_Edmonton_Hotel-London_England.html,"London, England, United Kingdom",523 ,4.0,$59,PremierInn.com,0,"Free Wifi,Free parking,Visit hotel website"
Marple Cottage Guest House,http://www.tripadvisor.com/Hotel_Review-g186338-d1723847-Reviews-Marple_Cottage_Guest_House-London_England.html,"London, England, United Kingdom",108 ,4.5,$142,Booking.com,0,"Free Wifi,Breakfast included"
Rose and Crown,http://www.tripadvisor.com/Hotel_Review-g186338-d605899-Reviews-Rose_and_Crown-London_England.html,"London, England, United Kingdom",170 ,4.5,$146,Booking.com,9,"Free Wifi,Free parking"
Premier Inn London Wimbledon South Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d571117-Reviews-Premier_Inn_London_Wimbledon_South_Hotel-London_England.html,"London, England, United Kingdom",1227 ,4.0,$77,PremierInn.com,5,"Free Wifi,Restaurant,Visit hotel website"
Astor Museum Hostel,http://www.tripadvisor.com/Hotel_Review-g186338-d210766-Reviews-Astor_Museum_Hostel-London_England.html,"London, England, United Kingdom",403 ,4.0,$62,Hostelworld.com,0,Free Wifi
The Mandrake Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d12735196-Reviews-The_Mandrake_Hotel-London_England.html,"London, England, United Kingdom",153 ,4.5,$319,Booking.com,10,"Free Wifi,Restaurant"
Premier Inn London Beckton Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d291638-Reviews-Premier_Inn_London_Beckton_Hotel-London_England.html,"London, England, United Kingdom",1034 ,4.0,$83,Booking.com,6,"Free Wifi,Restaurant,Visit hotel website"
Premier Inn London Edmonton Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d7159006-Reviews-Premier_Inn_London_Edmonton_Hotel-London_England.html,"London, England, United Kingdom",524 ,4.0,$59,PremierInn.com,0,"Free Wifi,Free parking,Visit hotel website"
Travelodge London Central Kings Cross,http://www.tripadvisor.com/Hotel_Review-g186338-d289706-Reviews-Travelodge_London_Central_Kings_Cross-London_England.html,"London, England, United Kingdom",2014 ,3.5,$102,Travelodge,0,Bar/Lounge
Ibis London Earls Court,http://www.tripadvisor.com/Hotel_Review-g186338-d192139-Reviews-Ibis_London_Earls_Court-London_England.html,"London, England, United Kingdom",5209 ,3.5,$106,Booking.com,17,"Free Wifi,Restaurant,Visit hotel website"
Best Western Victoria Palace,http://www.tripadvisor.com/Hotel_Review-g186338-d279648-Reviews-Best_Western_Victoria_Palace-London_England.html,"London, England, United Kingdom",1695 ,3.5,$92,Booking.com,14,"Free Wifi,Restaurant"
The Z Hotel Covent Garden,http://www.tripadvisor.com/Hotel_Review-g186338-d15360882-Reviews-The_Z_Hotel_Covent_Garden-London_England.html,"London, England, United Kingdom",58 ,4.5,$97,Agoda.com,0,"Free Wifi,Bar/Lounge"
Travelodge London Hackney Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d8656437-Reviews-Travelodge_London_Hackney_Hotel-London_England.html,"London, England, United Kingdom",525 ,4.0,$64,Travelodge,0,
Comfort Inn Buckingham Palace Road,http://www.tripadvisor.com/Hotel_Review-g186338-d279512-Reviews-Comfort_Inn_Buckingham_Palace_Road-London_England.html,"London, England, United Kingdom",1330 ,3.5,$85,Booking.com,15,Free Wifi
Corus Hotel Hyde Park London,http://www.tripadvisor.com/Hotel_Review-g186338-d195279-Reviews-Corus_Hotel_Hyde_Park_London-London_England.html,"London, England, United Kingdom",4775 ,3.5,$121,Expedia.com,17,"Free Wifi,Restaurant"
Best Western Plus London Wembley Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d12518181-Reviews-Best_Western_Plus_London_Wembley_Hotel-London_England.html,"London, England, United Kingdom",238 ,3.5,$44,Booking.com,10,"Free Wifi,Restaurant"
Days Hotel by Wyndham London-Waterloo,http://www.tripadvisor.com/Hotel_Review-g186338-d193058-Reviews-Days_Hotel_by_Wyndham_London_Waterloo-London_England.html,"London, England, United Kingdom",3072 ,4.0,$125,Otel.com,16,"Free Wifi,Restaurant"
Hotel Tavistock,http://www.tripadvisor.com/Hotel_Review-g186338-d210745-Reviews-Hotel_Tavistock-London_England.html,"London, England, United Kingdom",3009 ,3.5,$119,Trip.com,16,"Restaurant,Room service"
The Wesley Hotel & Conference Venue,http://www.tripadvisor.com/Hotel_Review-g186338-d563893-Reviews-The_Wesley_Hotel_Conference_Venue-London_England.html,"London, England, United Kingdom",2006 ,4.0,$110,Booking.com,15,"Free Wifi,Restaurant"
Travelodge London Central Bank,http://www.tripadvisor.com/Hotel_Review-g186338-d2308937-Reviews-Travelodge_London_Central_Bank-London_England.html,"London, England, United Kingdom",1028 ,4.0,$64,Travelodge,0,
Travelodge London Bethnal Green,http://www.tripadvisor.com/Hotel_Review-g186338-d3572397-Reviews-Travelodge_London_Bethnal_Green-London_England.html,"London, England, United Kingdom",1380 ,4.0,$74,Trip.com,13,"Restaurant,Bar/Lounge"
Copthorne Tara Hotel London Kensington,http://www.tripadvisor.com/Hotel_Review-g186338-d193138-Reviews-Copthorne_Tara_Hotel_London_Kensington-London_England.html,"London, England, United Kingdom",7706 ,3.5,$115,Booking.com,18,"Restaurant,Room service"
Lancaster Gate Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195206-Reviews-Lancaster_Gate_Hotel-London_England.html,"London, England, United Kingdom",2461 ,3.5,$101,Expedia.com,15,"Restaurant,Room service"
Travelodge London Fulham,http://www.tripadvisor.com/Hotel_Review-g186338-d1465483-Reviews-Travelodge_London_Fulham-London_England.html,"London, England, United Kingdom",680 ,4.0,$66,Travelodge,0,
The Pilgrm,http://www.tripadvisor.com/Hotel_Review-g186338-d12848800-Reviews-The_Pilgrm-London_England.html,"London, England, United Kingdom",161 ,4.0,$107,Booking.com,6,"Free Wifi,Restaurant"
Days Inn by Wyndham London Hyde Park,http://www.tripadvisor.com/Hotel_Review-g186338-d602623-Reviews-Days_Inn_by_Wyndham_London_Hyde_Park-London_England.html,"London, England, United Kingdom",1214 ,4.0,$82,Expedia.com,18,"Free Wifi,Breakfast included,Visit hotel website"
Travelodge London Woolwich,http://www.tripadvisor.com/Hotel_Review-g186338-d3423885-Reviews-Travelodge_London_Woolwich-London_England.html,"London, England, United Kingdom",511 ,4.0,$42,Agoda.com,16,"Restaurant,Bar/Lounge"
Mercure London Paddington Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d195221-Reviews-Mercure_London_Paddington_Hotel-London_England.html,"London, England, United Kingdom",1832 ,3.5,$118,Booking.com,14,"Free Wifi,Restaurant"
Best Western The Boltons London Kensington,http://www.tripadvisor.com/Hotel_Review-g186338-d1216943-Reviews-Best_Western_The_Boltons_London_Kensington-London_England.html,"London, England, United Kingdom",1209 ,4.0,$116,Agoda.com,14,Free Wifi
Mitre House Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d193645-Reviews-Mitre_House_Hotel-London_England.html,"London, England, United Kingdom",778 ,3.5,$112,Expedia.com,13,"Free Wifi,Free parking"
Travelodge London Greenwich,http://www.tripadvisor.com/Hotel_Review-g186338-d2535117-Reviews-Travelodge_London_Greenwich-London_England.html,"London, England, United Kingdom",705 ,3.5,$56,Travelodge,12,"Restaurant,Bar/Lounge"
Astors Belgravia,http://www.tripadvisor.com/Hotel_Review-g186338-d2287635-Reviews-Astors_Belgravia-London_England.html,"London, England, United Kingdom",894 ,3.5,$133,Booking.com,11,"Free Wifi,Breakfast included"
Ambassadors Bloomsbury,http://www.tripadvisor.com/Hotel_Review-g186338-d199106-Reviews-Ambassadors_Bloomsbury-London_England.html,"London, England, United Kingdom",2391 ,3.5,$136,Official Site,18,"Free Wifi,Restaurant"
Chandos House,http://www.tripadvisor.com/Hotel_Review-g186338-d675519-Reviews-Chandos_House-London_England.html,"London, England, United Kingdom",156 ,4.5,$191,LateRooms.com,0,"Free Wifi,Breakfast included"
Fraser Residence City,http://www.tripadvisor.com/Hotel_Review-g186338-d2046656-Reviews-Fraser_Residence_City-London_England.html,"London, England, United Kingdom",77 ,4.5,$198,Booking.com,0,Free Wifi
Premier Inn London Eltham Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d10225415-Reviews-Premier_Inn_London_Eltham_Hotel-London_England.html,"London, England, United Kingdom",304 ,4.0,$62,PremierInn.com,0,"Free Wifi,Restaurant,Visit hotel website"
The Warrington Hotel,http://www.tripadvisor.com/Hotel_Review-g186338-d7156337-Reviews-The_Warrington_Hotel-London_England.html,"London, England, United Kingdom",172 ,4.0,$172,Expedia.com,10,"Free Wifi,Breakfast included"
Premier Inn London Tolworth,http://www.tripadvisor.com/Hotel_Review-g186338-d13074194-Reviews-Premier_Inn_London_Tolworth-London_England.html,"London, England, United Kingdom",199 ,4.0,$62,PremierInn.com,0,"Free Wifi,Restaurant,Visit hotel website"
Travelodge London Central Marylebone,http://www.tripadvisor.com/Hotel_Review-g186338-d603841-Reviews-Travelodge_London_Central_Marylebone-London_England.html,"London, England, United Kingdom",1216 ,4.0,$64,Agoda.com,11,
