hotel_name,url,locality,reviews,tripadvisor_rating,price_per_night,booking_provider,no_of_deals,hotel_features
Bettoja Hotel Mediterraneo,http://www.tripadvisor.com/Hotel_Review-g187791-d203201-Reviews-Bettoja_Hotel_Mediterraneo-Rome_Lazio.html,"Rome, Italy",1409 ,3.5,$186,Booking.com,17,"Free Wifi,Breakfast included"
Hotel Genova,http://www.tripadvisor.com/Hotel_Review-g187791-d203211-Reviews-Hotel_Genova-Rome_Lazio.html,"Rome, Italy",942 ,3.5,$145,Expedia.com,16,"Free Wifi,Breakfast included"
Flaminio Village Bungalow Park,http://www.tripadvisor.com/Hotel_Review-g187791-d577476-Reviews-Flaminio_Village_Bungalow_Park-Rome_Lazio.html,"Rome, Italy",808 ,3.5,$132,Booking.com,13,"Free parking,Pool,Visit hotel website"
Hotel Ripa Roma,http://www.tripadvisor.com/Hotel_Review-g187791-d228949-Reviews-Hotel_Ripa_Roma-Rome_Lazio.html,"Rome, Italy",1776 ,3.5,$157,Expedia.com,17,"Free Wifi,Breakfast included"
Hotel Imperiale Roma,http://www.tripadvisor.com/Hotel_Review-g187791-d203209-Reviews-Hotel_Imperiale_Roma-Rome_Lazio.html,"Rome, Italy",1188 ,4.0,$137,Booking.com,17,"Free Wifi,Restaurant"
Suites Roma Tiburtina,http://www.tripadvisor.com/Hotel_Review-g187791-d2167209-Reviews-Suites_Roma_Tiburtina-Rome_Lazio.html,"Rome, Italy",148 ,4.5,$105,Booking.com,11,"Free Wifi,Breakfast included"
Rome Garden Hotel,http://www.tripadvisor.com/Hotel_Review-g187791-d229039-Reviews-Rome_Garden_Hotel-Rome_Lazio.html,"Rome, Italy",474 ,4.0,$71,Trip.com,15,Breakfast included
Camplus Guest Roma,http://www.tripadvisor.com/Hotel_Review-g187791-d10892551-Reviews-Camplus_Guest_Roma-Rome_Lazio.html,"Rome, Italy",142 ,4.0,$63,Booking.com,13,"Free Wifi,Breakfast included"
Hotel Labelle,http://www.tripadvisor.com/Hotel_Review-g187791-d568348-Reviews-Hotel_Labelle-Rome_Lazio.html,"Rome, Italy",199 ,4.0,$119,Booking.com,11,"Free Wifi,Room service"
Best Western Blu Hotel Roma,http://www.tripadvisor.com/Hotel_Review-g187791-d514434-Reviews-Best_Western_Blu_Hotel_Roma-Rome_Lazio.html,"Rome, Italy",657 ,3.5,$72,Orbitz.com,15,"Free Wifi,Restaurant"
Occidental Aran Park,http://www.tripadvisor.com/Hotel_Review-g187791-d233375-Reviews-Occidental_Aran_Park-Rome_Lazio.html,"Rome, Italy",1063 ,3.5,$49,Barcelo.com,14,"Free Wifi,Free parking,Visit hotel website"
Hotel Oxford,http://www.tripadvisor.com/Hotel_Review-g187791-d205107-Reviews-Hotel_Oxford-Rome_Lazio.html,"Rome, Italy",1334 ,4.0,$129,Agoda.com,14,"Free Wifi,Breakfast included"
Antica Dimora Donna Isabella,http://www.tripadvisor.com/Hotel_Review-g187791-d8139055-Reviews-Antica_Dimora_Donna_Isabella-Rome_Lazio.html,"Rome, Italy",83 ,4.0,$111,Booking.com,9,Free Wifi
Hotel Canova,http://www.tripadvisor.com/Hotel_Review-g187791-d280223-Reviews-Hotel_Canova-Rome_Lazio.html,"Rome, Italy",388 ,3.5,$116,Booking.com,11,"Free Wifi,Breakfast included"
Affittacamere Scriva,http://www.tripadvisor.com/Hotel_Review-g187791-d2553412-Reviews-Affittacamere_Scriva-Rome_Lazio.html,"Rome, Italy",50 ,5.0,$67,Booking.com,9,"Free Wifi,Free parking"
Hotel Trecento,http://www.tripadvisor.com/Hotel_Review-g187791-d7212370-Reviews-Hotel_Trecento-Rome_Lazio.html,"Rome, Italy",156 ,4.0,$168,Booking.com,12,"Free Wifi,Breakfast included"
Relais Casa della Fornarina,http://www.tripadvisor.com/Hotel_Review-g187791-d1722949-Reviews-Relais_Casa_della_Fornarina-Rome_Lazio.html,"Rome, Italy",98 ,4.5,$143,Booking.com,10,Free Internet
B&B Armonie Romane,http://www.tripadvisor.com/Hotel_Review-g187791-d2091947-Reviews-B_B_Armonie_Romane-Rome_Lazio.html,"Rome, Italy",121 ,4.5,$102,Booking.com,0,"Free Wifi,Free parking"
Residence Prati,http://www.tripadvisor.com/Hotel_Review-g187791-d1048093-Reviews-Residence_Prati-Rome_Lazio.html,"Rome, Italy",73 ,4.5,$111,Booking.com,14,"Free Wifi,Free parking"
Ripetta Rooms,http://www.tripadvisor.com/Hotel_Review-g187791-d4893318-Reviews-Ripetta_Rooms-Rome_Lazio.html,"Rome, Italy",44 ,4.5,$104,Booking.com,9,"Free Wifi,Breakfast included"
Gregoriana5,http://www.tripadvisor.com/Hotel_Review-g187791-d12249812-Reviews-Gregoriana5-Rome_Lazio.html,"Rome, Italy",50 ,4.5,$141,Orbitz.com,10,"Free Wifi,Room service,Visit hotel website"
Alle Porte di San Giovanni,http://www.tripadvisor.com/Hotel_Review-g187791-d7077038-Reviews-Alle_Porte_di_San_Giovanni-Rome_Lazio.html,"Rome, Italy",56 ,4.5,$100,Booking.com,10,"Free Wifi,Breakfast included"
Le Petit Real,http://www.tripadvisor.com/Hotel_Review-g187791-d267347-Reviews-Le_Petit_Real-Rome_Lazio.html,"Rome, Italy",315 ,4.0,$144,Booking.com,9,"Free Wifi,Breakfast included"
Al138 Town House,http://www.tripadvisor.com/Hotel_Review-g187791-d2626724-Reviews-Al138_Town_House-Rome_Lazio.html,"Rome, Italy",52 ,5.0,$111,Booking.com,10,Free Wifi
Delsi Suites - Pantheon,http://www.tripadvisor.com/Hotel_Review-g187791-d6984497-Reviews-Delsi_Suites_Pantheon-Rome_Lazio.html,"Rome, Italy",56 ,4.5,$181,Booking.com,9,Free Wifi
LaHouse Luxury Accommodations,http://www.tripadvisor.com/Hotel_Review-g187791-d7242602-Reviews-LaHouse_Luxury_Accommodations-Rome_Lazio.html,"Rome, Italy",54 ,4.5,$132,Booking.com,11,"Free Wifi,Breakfast included"
Eco B&B Marela,http://www.tripadvisor.com/Hotel_Review-g187791-d2655567-Reviews-Eco_B_B_Marela-Rome_Lazio.html,"Rome, Italy",113 ,4.5,$60,Booking.com,0,"Free Wifi,Free parking"
Domus Roxy,http://www.tripadvisor.com/Hotel_Review-g187791-d5551572-Reviews-Domus_Roxy-Rome_Lazio.html,"Rome, Italy",54 ,4.5,$102,Booking.com,9,"Free Wifi,Room service"
Hotel La Genziana,http://www.tripadvisor.com/Hotel_Review-g187791-d4589814-Reviews-Hotel_La_Genziana-Rome_Lazio.html,"Rome, Italy",180 ,4.0,$51,Booking.com,9,"Free Wifi,Free parking"
Venetia Palace Hotel,http://www.tripadvisor.com/Hotel_Review-g187791-d1192136-Reviews-Venetia_Palace_Hotel-Rome_Lazio.html,"Rome, Italy",1083 ,4.0,$109,Expedia.com,16,"Breakfast included,Room service"
Hotel Cinquantatre,http://www.tripadvisor.com/Hotel_Review-g187791-d277145-Reviews-Hotel_Cinquantatre-Rome_Lazio.html,"Rome, Italy",449 ,4.0,$305,Booking.com,12,"Free Wifi,Breakfast included"
Grand Hotel del Gianicolo,http://www.tripadvisor.com/Hotel_Review-g187791-d529816-Reviews-Grand_Hotel_del_Gianicolo-Rome_Lazio.html,"Rome, Italy",532 ,3.5,$222,Expedia.com,14,"Free Wifi,Breakfast included"
Windrose Hotel,http://www.tripadvisor.com/Hotel_Review-g187791-d291932-Reviews-Windrose_Hotel-Rome_Lazio.html,"Rome, Italy",733 ,4.0,$144,Agoda.com,16,"Free Wifi,Breakfast included"
Hotel Azzurra,http://www.tripadvisor.com/Hotel_Review-g187791-d529199-Reviews-Hotel_Azzurra-Rome_Lazio.html,"Rome, Italy",316 ,4.0,$80,Booking.com,10,"Free Wifi,Breakfast included"
Hotel Alessandrino,http://www.tripadvisor.com/Hotel_Review-g187791-d255194-Reviews-Hotel_Alessandrino-Rome_Lazio.html,"Rome, Italy",348 ,4.0,$100,Booking.com,14,"Free Wifi,Breakfast included"
Hub Navona,http://www.tripadvisor.com/Hotel_Review-g187791-d7660004-Reviews-Hub_Navona-Rome_Lazio.html,"Rome, Italy",81 ,5.0,$153,Booking.com,0,"Free Wifi,Breakfast included"
Hotel Caprice,http://www.tripadvisor.com/Hotel_Review-g187791-d203174-Reviews-Hotel_Caprice-Rome_Lazio.html,"Rome, Italy",594 ,3.5,$117,Orbitz.com,15,"Free Wifi,Breakfast included"
Affreschi su Roma Luxury B&B,http://www.tripadvisor.com/Hotel_Review-g187791-d1951859-Reviews-Affreschi_su_Roma_Luxury_B_B-Rome_Lazio.html,"Rome, Italy",96 ,4.5,$126,Booking.com,9,"Free Wifi,Breakfast included"
Chroma Eptha,http://www.tripadvisor.com/Hotel_Review-g187791-d7008306-Reviews-Chroma_Eptha-Rome_Lazio.html,"Rome, Italy",87 ,4.5,$65,Booking.com,8,Free Wifi
Cinque Sogni,http://www.tripadvisor.com/Hotel_Review-g187791-d12184425-Reviews-Cinque_Sogni-Rome_Lazio.html,"Rome, Italy",34 ,5.0,$97,Booking.com,11,"Free Wifi,Breakfast included"
Romatic,http://www.tripadvisor.com/Hotel_Review-g187791-d6764989-Reviews-Romatic-Rome_Lazio.html,"Rome, Italy",61 ,4.5,$76,Booking.com,9,Free Wifi
Bed&Bicycle GuestHouse,http://www.tripadvisor.com/Hotel_Review-g187791-d2259678-Reviews-Bed_Bicycle_GuestHouse-Rome_Lazio.html,"Rome, Italy",28 ,5.0,$100,Expedia.com,9,"Free Wifi,Bar/Lounge"
Relais 88,http://www.tripadvisor.com/Hotel_Review-g187791-d12877397-Reviews-Relais_88-Rome_Lazio.html,"Rome, Italy",38 ,5.0,$242,Booking.com,9,"Free Wifi,Room service"
L'antica Locanda Dell'Orso,http://www.tripadvisor.com/Hotel_Review-g187791-d6521838-Reviews-L_antica_Locanda_Dell_Orso-Rome_Lazio.html,"Rome, Italy",166 ,4.0,$115,Booking.com,9,Free Wifi
Lazy Night Guesthouse,http://www.tripadvisor.com/Hotel_Review-g187791-d2320738-Reviews-Lazy_Night_Guesthouse-Rome_Lazio.html,"Rome, Italy",83 ,4.5,$71,Booking.com,0,Free Wifi
Sweet Home Colosseum,http://www.tripadvisor.com/Hotel_Review-g187791-d3257302-Reviews-Sweet_Home_Colosseum-Rome_Lazio.html,"Rome, Italy",126 ,4.0,$82,Expedia.com,8,Free Wifi
Vacanze Romane Rooms,http://www.tripadvisor.com/Hotel_Review-g187791-d6570828-Reviews-Vacanze_Romane_Rooms-Rome_Lazio.html,"Rome, Italy",63 ,4.5,$121,Booking.com,10,"Free Wifi,Breakfast included"
De Guestibus Guest House,http://www.tripadvisor.com/Hotel_Review-g187791-d6440752-Reviews-De_Guestibus_Guest_House-Rome_Lazio.html,"Rome, Italy",60 ,5.0,$70,Booking.com,10,Free Wifi
New Morpheus Rooms,http://www.tripadvisor.com/Hotel_Review-g187791-d288428-Reviews-New_Morpheus_Rooms-Rome_Lazio.html,"Rome, Italy",408 ,4.0,$87,Booking.com,13,"Free Wifi,Breakfast included"
B&B 30,http://www.tripadvisor.com/Hotel_Review-g187791-d2136150-Reviews-B_B_30-Rome_Lazio.html,"Rome, Italy",55 ,5.0,$65,B&B.it,0,"Free Wifi,Breakfast included"
Green Line,http://www.tripadvisor.com/Hotel_Review-g187791-d3689597-Reviews-Green_Line-Rome_Lazio.html,"Rome, Italy",70 ,5.0,$81,Booking.com,0,"Free Wifi,Breakfast included"
I Pini di Roma - Rooms & Suites,http://www.tripadvisor.com/Hotel_Review-g187791-d3643597-Reviews-I_Pini_di_Roma_Rooms_Suites-Rome_Lazio.html,"Rome, Italy",83 ,4.5,$96,Booking.com,9,"Free Wifi,Breakfast included"
Camere Ondina,http://www.tripadvisor.com/Hotel_Review-g187791-d8028574-Reviews-Camere_Ondina-Rome_Lazio.html,"Rome, Italy",34 ,5.0,$117,Booking.com,8,Free Wifi
111 B&B Guest House,http://www.tripadvisor.com/Hotel_Review-g187791-d641086-Reviews-111_B_B_Guest_House-Rome_Lazio.html,"Rome, Italy",90 ,4.5,$100,Booking.com,10,"Free Wifi,Breakfast included"
Il Villino Di Penny B&B,http://www.tripadvisor.com/Hotel_Review-g187791-d9463307-Reviews-Il_Villino_Di_Penny_B_B-Rome_Lazio.html,"Rome, Italy",49 ,5.0,$81,Booking.com,11,"Free Wifi,Breakfast included"
Clarin Hotel,http://www.tripadvisor.com/Hotel_Review-g187791-d286568-Reviews-Clarin_Hotel-Rome_Lazio.html,"Rome, Italy",380 ,3.5,$102,Booking.com,14,"Breakfast included,Free Internet"
900 Piazza del Popolo Luxury Guest House,http://www.tripadvisor.com/Hotel_Review-g187791-d12201176-Reviews-900_Piazza_del_Popolo_Luxury_Guest_House-Rome_Lazio.html,"Rome, Italy",30 ,5.0,$173,Booking.com,9,"Free Wifi,Breakfast included"
H10 Madison,http://www.tripadvisor.com/Hotel_Review-g187497-d13223478-Reviews-H10_Madison-Barcelona_Catalonia.html,"Barcelona, Spain",430 ,5.0,$238,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Gran Hotel Torre Catalunya,http://www.tripadvisor.com/Hotel_Review-g187497-d289670-Reviews-Gran_Hotel_Torre_Catalunya-Barcelona_Catalonia.html,"Barcelona, Spain",4165 ,4.5,$128,Torre Catalunya,13,"Free Wifi,Restaurant,Visit hotel website"
Hotel Cuatro Naciones,http://www.tripadvisor.com/Hotel_Review-g187497-d237158-Reviews-Hotel_Cuatro_Naciones-Barcelona_Catalonia.html,"Barcelona, Spain",1145 ,4.0,$137,Booking.com,11,"Free Wifi,Breakfast included"
Hotel 1898,http://www.tripadvisor.com/Hotel_Review-g187497-d506158-Reviews-Hotel_1898-Barcelona_Catalonia.html,"Barcelona, Spain",5191 ,4.5,$255,Booking.com,17,"Free Wifi,Pool,Visit hotel website"
Hotel Gaudi,http://www.tripadvisor.com/Hotel_Review-g187497-d237157-Reviews-Hotel_Gaudi-Barcelona_Catalonia.html,"Barcelona, Spain",1672 ,4.0,$124,Booking.com,16,"Free Wifi,Room service,Visit hotel website"
H10 Casa Mimosa,http://www.tripadvisor.com/Hotel_Review-g187497-d10683772-Reviews-H10_Casa_Mimosa-Barcelona_Catalonia.html,"Barcelona, Spain",624 ,5.0,$265,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
Barcelo Sants,http://www.tripadvisor.com/Hotel_Review-g187497-d228507-Reviews-Barcelo_Sants-Barcelona_Catalonia.html,"Barcelona, Spain",4244 ,4.5,$133,Barcelo.com,16,"Free Wifi,Restaurant,Visit hotel website"
Hotel Acta Antibes,http://www.tripadvisor.com/Hotel_Review-g187497-d236190-Reviews-Hotel_Acta_Antibes-Barcelona_Catalonia.html,"Barcelona, Spain",2047 ,4.5,$110,Expedia.com,15,Free Wifi
Barcelo Raval,http://www.tripadvisor.com/Hotel_Review-g187497-d1083206-Reviews-Barcelo_Raval-Barcelona_Catalonia.html,"Barcelona, Spain",4287 ,4.5,$170,Booking.com,18,"Free Wifi,Pool,Visit hotel website"
The Corner Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d10127321-Reviews-The_Corner_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",1000 ,5.0,$173,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
Hotel Barcelona 1882,http://www.tripadvisor.com/Hotel_Review-g187497-d13962383-Reviews-Hotel_Barcelona_1882-Barcelona_Catalonia.html,"Barcelona, Spain",98 ,5.0,$146,Booking.com,10,"Free Wifi,Pool,Visit hotel website"
Hotel Jazz,http://www.tripadvisor.com/Hotel_Review-g187497-d296916-Reviews-Hotel_Jazz-Barcelona_Catalonia.html,"Barcelona, Spain",4986 ,4.5,$156,Booking.com,18,"Free Wifi,Pool,Visit hotel website"
Generator Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d3540235-Reviews-Generator_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",1852 ,4.5,$118,Booking.com,14,"Free Wifi,Restaurant"
Mercer Hotel Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d3400654-Reviews-Mercer_Hotel_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",1637 ,5.0,$294,Expedia.com,14,"Free Wifi,Pool,Visit hotel website"
Catalonia Born,http://www.tripadvisor.com/Hotel_Review-g187497-d260638-Reviews-Catalonia_Born-Barcelona_Catalonia.html,"Barcelona, Spain",2128 ,4.5,$132,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
Hotel Europark,http://www.tripadvisor.com/Hotel_Review-g187497-d232781-Reviews-Hotel_Europark-Barcelona_Catalonia.html,"Barcelona, Spain",4691 ,4.5,$163,Booking.com,17,"Free Wifi,Pool,Visit hotel website"
H10 Marina Barcelona Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d282300-Reviews-H10_Marina_Barcelona_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2876 ,4.0,$131,Booking.com,19,"Free Wifi,Pool,Visit hotel website"
Hotel Paral.lel,http://www.tripadvisor.com/Hotel_Review-g187497-d231524-Reviews-Hotel_Paral_lel-Barcelona_Catalonia.html,"Barcelona, Spain",1463 ,4.0,$187,Expedia.com,15,"Free Wifi,Visit hotel website"
Hotel Colon,http://www.tripadvisor.com/Hotel_Review-g187497-d190823-Reviews-Hotel_Colon-Barcelona_Catalonia.html,"Barcelona, Spain",2399 ,4.5,$250,Booking.com,16,"Free Wifi,Restaurant,Visit hotel website"
Novotel Barcelona City,http://www.tripadvisor.com/Hotel_Review-g187497-d1532202-Reviews-Novotel_Barcelona_City-Barcelona_Catalonia.html,"Barcelona, Spain",4250 ,4.0,$143,Booking.com,15,"Free Wifi,Pool,Visit hotel website"
Hotel Espana,http://www.tripadvisor.com/Hotel_Review-g187497-d208592-Reviews-Hotel_Espana-Barcelona_Catalonia.html,"Barcelona, Spain",1797 ,4.5,$173,Booking.com,16,"Free Wifi,Pool"
Casa Camper Hotel Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d543153-Reviews-Casa_Camper_Hotel_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",2194 ,5.0,$336,Booking.com,10,"Free Wifi,Breakfast included,Visit hotel website"
Olivia Plaza Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d589352-Reviews-Olivia_Plaza_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2478 ,4.5,$238,Expedia.com,14,"Free Wifi,Restaurant,Visit hotel website"
Leonardo Hotel Barcelona Las Ramblas,http://www.tripadvisor.com/Hotel_Review-g187497-d239591-Reviews-Leonardo_Hotel_Barcelona_Las_Ramblas-Barcelona_Catalonia.html,"Barcelona, Spain",693 ,4.0,$142,Booking.com,14,Free Wifi
Catalonia Magdalenes,http://www.tripadvisor.com/Hotel_Review-g187497-d10062222-Reviews-Catalonia_Magdalenes-Barcelona_Catalonia.html,"Barcelona, Spain",800 ,5.0,$224,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
Barcelona Universal Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d230643-Reviews-Barcelona_Universal_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",4685 ,4.5,$102,Official Hotel,17,"Free Wifi,Pool,Visit hotel website"
Catalonia Portal de l'Angel,http://www.tripadvisor.com/Hotel_Review-g187497-d228527-Reviews-Catalonia_Portal_de_l_Angel-Barcelona_Catalonia.html,"Barcelona, Spain",1434 ,4.5,$204,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
H10 Catalunya Plaza,http://www.tripadvisor.com/Hotel_Review-g187497-d234397-Reviews-H10_Catalunya_Plaza-Barcelona_Catalonia.html,"Barcelona, Spain",876 ,4.5,$192,Booking.com,16,"Free Wifi,Restaurant,Visit hotel website"
Ibis Styles Barcelona City Bogatell,http://www.tripadvisor.com/Hotel_Review-g187497-d10670124-Reviews-Ibis_Styles_Barcelona_City_Bogatell-Barcelona_Catalonia.html,"Barcelona, Spain",708 ,4.5,$136,Booking.com,14,"Free Wifi,Breakfast included,Visit hotel website"
W Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d1465497-Reviews-W_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",7280 ,4.5,$699,Booking.com,16,"Free Wifi,Beach,Visit hotel website"
Gallery Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d228465-Reviews-Gallery_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2051 ,4.5,$179,Booking.com,14,"Free Wifi,Pool"
The Gates Diagonal Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d518349-Reviews-The_Gates_Diagonal_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",361 ,4.5,$131,Booking.com,14,"Free Wifi,Pool,Visit hotel website"
H10 Montcada Boutique Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d254870-Reviews-H10_Montcada_Boutique_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2377 ,4.5,$180,Booking.com,15,"Free Wifi,Restaurant,Visit hotel website"
Andante Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d2545026-Reviews-Andante_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2055 ,4.5,$153,Booking.com,15,"Free Wifi,Pool"
Leonardo Boutique Hotel Barcelona Sagrada Familia,http://www.tripadvisor.com/Hotel_Review-g187497-d1999376-Reviews-Leonardo_Boutique_Hotel_Barcelona_Sagrada_Familia-Barcelona_Catalonia.html,"Barcelona, Spain",1711 ,4.5,$100,Booking.com,13,Free Wifi
Catalonia Barcelona Plaza,http://www.tripadvisor.com/Hotel_Review-g187497-d229676-Reviews-Catalonia_Barcelona_Plaza-Barcelona_Catalonia.html,"Barcelona, Spain",2966 ,4.0,$178,Booking.com,15,"Free Wifi,Pool,Visit hotel website"
Hotel Barcelona Catedral,http://www.tripadvisor.com/Hotel_Review-g187497-d610494-Reviews-Hotel_Barcelona_Catedral-Barcelona_Catalonia.html,"Barcelona, Spain",2403 ,4.5,$192,Booking.com,16,"Free Wifi,Pool"
Olivia Balmes Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d4569039-Reviews-Olivia_Balmes_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2979 ,4.5,$218,Expedia.com,14,"Free Wifi,Pool,Visit hotel website"
Hotel Granvia,http://www.tripadvisor.com/Hotel_Review-g187497-d208596-Reviews-Hotel_Granvia-Barcelona_Catalonia.html,"Barcelona, Spain",1460 ,4.5,$200,Booking.com,18,"Free Wifi,Visit hotel website"
Citadines Ramblas Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d206928-Reviews-Citadines_Ramblas_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",1301 ,4.0,$152,Booking.com,13,Free Wifi
Petit Palace Boqueria Garden,http://www.tripadvisor.com/Hotel_Review-g187497-d613711-Reviews-Petit_Palace_Boqueria_Garden-Barcelona_Catalonia.html,"Barcelona, Spain",2230 ,4.0,$172,Booking.com,17,"Free Wifi,Bar/Lounge"
Hotel Constanza Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d503136-Reviews-Hotel_Constanza_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",2287 ,4.5,$112,Booking.com,13,"Free Wifi,Restaurant"
U232 Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d234572-Reviews-U232_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",3584 ,4.5,$176,Booking.com,18,"Free Wifi,Room service,Visit hotel website"
B-Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d506652-Reviews-B_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2611 ,4.5,$166,Agoda.com,13,"Free Wifi,Pool,Visit hotel website"
H10 Urquinaona Plaza,http://www.tripadvisor.com/Hotel_Review-g187497-d4323634-Reviews-H10_Urquinaona_Plaza-Barcelona_Catalonia.html,"Barcelona, Spain",1509 ,4.5,$174,Booking.com,16,"Free Wifi,Pool,Visit hotel website"
Yurbban Trafalgar Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d7138272-Reviews-Yurbban_Trafalgar_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",1405 ,4.5,$162,Booking.com,11,"Free Wifi,Pool"
Hotel Curious,http://www.tripadvisor.com/Hotel_Review-g187497-d1022712-Reviews-Hotel_Curious-Barcelona_Catalonia.html,"Barcelona, Spain",1652 ,4.5,$121,Booking.com,12,"Free Wifi,Breakfast included,Visit hotel website"
Hotel Continental Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d236198-Reviews-Hotel_Continental_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",1179 ,4.0,$170,Booking.com,15,"Free Wifi,Breakfast included"
Hostal Martinval,http://www.tripadvisor.com/Hotel_Review-g187497-d2700829-Reviews-Hostal_Martinval-Barcelona_Catalonia.html,"Barcelona, Spain",757 ,4.0,$91,Booking.com,11,"Free Wifi,Visit hotel website"
Yurbban Passage Hotel & Spa,http://www.tripadvisor.com/Hotel_Review-g187497-d12694365-Reviews-Yurbban_Passage_Hotel_Spa-Barcelona_Catalonia.html,"Barcelona, Spain",442 ,5.0,$218,Preferred Hotels,11,"Free Wifi,Pool"
Operaramblas,http://www.tripadvisor.com/Hotel_Review-g187497-d2316808-Reviews-Operaramblas-Barcelona_Catalonia.html,"Barcelona, Spain",710 ,4.0,$155,Expedia.com,11,Free Wifi
SmartRoom Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d7348706-Reviews-SmartRoom_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",485 ,4.5,$143,Booking.com,10,Free Wifi
Gran Hotel La Florida,http://www.tripadvisor.com/Hotel_Review-g187497-d266131-Reviews-Gran_Hotel_La_Florida-Barcelona_Catalonia.html,"Barcelona, Spain",1408 ,4.0,$174,Booking.com,18,"Free Wifi,Pool"
Hotel Arc La Rambla,http://www.tripadvisor.com/Hotel_Review-g187497-d232778-Reviews-Hotel_Arc_La_Rambla-Barcelona_Catalonia.html,"Barcelona, Spain",3040 ,4.0,$133,Booking.com,14,Free Wifi
Hotel El Avenida Palace,http://www.tripadvisor.com/Hotel_Review-g187497-d206936-Reviews-Hotel_El_Avenida_Palace-Barcelona_Catalonia.html,"Barcelona, Spain",2678 ,4.0,$158,Booking.com,17,"Free Wifi,Pool"
Pol & Grace Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d232792-Reviews-Pol_Grace_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",1398 ,4.5,$92,Expedia.com,12,"Free Wifi,Bar/Lounge,Visit hotel website"
Midtown Apartments,http://www.tripadvisor.com/Hotel_Review-g187497-d9852496-Reviews-Midtown_Apartments-Barcelona_Catalonia.html,"Barcelona, Spain",294 ,5.0,$261,Booking.com,13,"Free Wifi,Pool,Visit hotel website"
Royal Ramblas Hotel,http://www.tripadvisor.com/Hotel_Review-g187497-d228634-Reviews-Royal_Ramblas_Hotel-Barcelona_Catalonia.html,"Barcelona, Spain",2048 ,4.0,$168,Booking.com,13,"Free Wifi,Room service"
Hotel The Serras,http://www.tripadvisor.com/Hotel_Review-g187497-d7142609-Reviews-Hotel_The_Serras-Barcelona_Catalonia.html,"Barcelona, Spain",1283 ,5.0,$443,Booking.com,12,"Free Wifi,Pool,Visit hotel website"
Majestic Hotel & Spa Barcelona,http://www.tripadvisor.com/Hotel_Review-g187497-d190616-Reviews-Majestic_Hotel_Spa_Barcelona-Barcelona_Catalonia.html,"Barcelona, Spain",2888 ,4.5,$386,LHW.com,16,"Free Wifi,Pool,Visit hotel website"
Ibis Barcelona Centro,http://www.tripadvisor.com/Hotel_Review-g187497-d3870901-Reviews-Ibis_Barcelona_Centro-Barcelona_Catalonia.html,"Barcelona, Spain",1876 ,4.0,$131,ibis,13,"Free Wifi,Restaurant"
